date,countries,tracker
29/07/2018,AZ,4.61618398
29/07/2018,NZ,11.53875156
29/07/2018,SG,4.469849767
29/07/2018,AU,1.58166677
29/07/2018,MN,2.046050598
29/07/2018,GE,8.424208871
29/07/2018,BN,5.218826763
29/07/2018,MY,-1.032575566
29/07/2018,AM,3.358637853
29/07/2018,TH,9.185875307
29/07/2018,TW,9.49473021
29/07/2018,PH,5.658664277
29/07/2018,JP,4.937281293
29/07/2018,IN,11.63149106
29/07/2018,HK,9.684903831
29/07/2018,KR,8.816680465
29/07/2018,LK,8.349898884
29/07/2018,ID,4.795677627
29/07/2018,KZ,3.778783193
29/07/2018,CN,11.23727271
29/07/2018,KG,14.49236508
04/08/2018,TW,12.65410118
04/08/2018,SG,6.287141571
04/08/2018,VN,12.57733842
04/08/2018,LK,4.697627635
04/08/2018,TH,1.247365217
05/08/2018,AM,9.293661919
05/08/2018,KZ,8.260034091
05/08/2018,AZ,4.336048799
05/08/2018,ID,13.2308712
05/08/2018,KR,1.475819753
05/08/2018,HK,8.649404136
05/08/2018,KG,17.33554908
05/08/2018,BN,3.38686211
05/08/2018,PH,10.0072134
05/08/2018,CN,7.165351931
05/08/2018,NZ,2.839916661
05/08/2018,JP,1.376710155
05/08/2018,MN,7.661692363
05/08/2018,GE,13.97982007
05/08/2018,IN,11.99360013
05/08/2018,AU,3.497493879
05/08/2018,MY,6.571408065
07/08/2018,TH,2.107388111
07/08/2018,VN,4.682339584
07/08/2018,LK,11.19232754
07/08/2018,SG,7.430369496
07/08/2018,TW,5.115179907
12/08/2018,HK,14.24256055
12/08/2018,BN,-3.368786302
12/08/2018,JP,16.18556444
12/08/2018,IN,16.30317788
12/08/2018,CN,9.708879512
12/08/2018,MN,14.74522064
12/08/2018,AM,6.676572218
12/08/2018,KG,8.119007268
12/08/2018,KR,6.045594417
12/08/2018,AZ,7.562014136
12/08/2018,MY,8.388987077
12/08/2018,AU,4.847790547
12/08/2018,ID,9.793476304
12/08/2018,KZ,11.23512586
12/08/2018,GE,4.49992593
12/08/2018,PH,5.976648203
12/08/2018,NZ,4.339927717
19/08/2018,AM,9.215593987
19/08/2018,VN,3.826112739
19/08/2018,LK,9.376703496
19/08/2018,ID,21.20552134
19/08/2018,GE,12.70283221
